1.953007000578865558e-07 0.000000000000000000e+00
1.998512273631540043e-07 0.000000000000000000e+00
2.045076785309565055e-07 0.000000000000000000e+00
2.092727255145832678e-07 0.000000000000000000e+00
2.141488494135170666e-07 0.000000000000000000e+00
2.191385313272406777e-07 0.000000000000000000e+00
2.242444432090433093e-07 0.000000000000000000e+00
2.294692570122141431e-07 0.000000000000000000e+00
2.348160263976550669e-07 0.000000000000000000e+00
2.402872324648488830e-07 0.000000000000000000e+00
2.458859288746975057e-07 0.000000000000000000e+00
2.516149784342964698e-07 0.000000000000000000e+00
2.574776256583540958e-07 0.000000000000000000e+00
2.634769242077722980e-07 0.000000000000000000e+00
2.696159277434528850e-07 0.000000000000000000e+00
2.758978807801042301e-07 0.000000000000000000e+00
2.823264095400473599e-07 0.000000000000000000e+00
2.889045676841841360e-07 0.000000000000000000e+00
2.956359814348356379e-07 0.000000000000000000e+00
3.025242770143228393e-07 0.000000000000000000e+00
3.095730806449667669e-07 0.000000000000000000e+00
3.167862094028948004e-07 0.000000000000000000e+00
3.241672895104279135e-07 0.000000000000000000e+00
3.317203288974999979e-07 0.000000000000000000e+00
3.394495263478511925e-07 0.000000000000000000e+00
3.473586989376086653e-07 0.000000000000000000e+00
3.554520454505127669e-07 0.000000000000000000e+00
3.637341463779162366e-07 0.000000000000000000e+00
3.722092005035592662e-07 0.000000000000000000e+00
3.808815974649882948e-07 0.000000000000000000e+00
3.897561086073626265e-07 0.000000000000000000e+00
3.988375052758415124e-07 0.000000000000000000e+00
4.081303679617777977e-07 0.000000000000000000e+00
4.176398497179433868e-07 0.000000000000000000e+00
4.273709127433039368e-07 0.000000000000000000e+00
4.373287100906314582e-07 0.000000000000000000e+00
4.475183948126978024e-07 0.000000000000000000e+00
4.579455016698878976e-07 0.000000000000000000e+00
4.686157562763926547e-07 0.000000000000000000e+00
4.795345025387904901e-07 0.000000000000000000e+00
4.907076569250788264e-07 0.000000000000000000e+00
5.021411359032551393e-07 0.000000000000000000e+00
5.138410467951231518e-07 0.000000000000000000e+00
5.258134969224869043e-07 0.000000000000000000e+00
5.380649753147628261e-07 0.000000000000000000e+00
5.506017801475610459e-07 0.000000000000000000e+00
5.634307821579110168e-07 0.000000000000000000e+00
5.765588520828418742e-07 0.000000000000000000e+00
5.899926698055766648e-07 0.000000000000000000e+00
6.037394877707574421e-07 0.000000000000000000e+00
6.178065584230261533e-07 0.000000000000000000e+00
6.322015159146375581e-07 0.000000000000000000e+00
6.469318035440402216e-07 0.000000000000000000e+00
6.620052463172953094e-07 0.000000000000000000e+00
6.774300509480763756e-07 0.000000000000000000e+00
6.932140424424449034e-07 0.000000000000000000e+00
7.093660000754938768e-07 0.000000000000000000e+00
7.258941305608969558e-07 0.000000000000000000e+00
7.428075948813601482e-07 0.000000000000000000e+00
7.601149814581699262e-07 0.000000000000000000e+00
7.778256421278382801e-07 0.000000000000000000e+00
7.959489287268775181e-07 0.000000000000000000e+00
8.144945747994124424e-07 0.000000000000000000e+00
8.334723138895678558e-07 0.000000000000000000e+00
8.528922612490812667e-07 0.000000000000000000e+00
8.727645321296903958e-07 0.000000000000000000e+00
8.931000051983582699e-07 0.000000000000000000e+00
9.139091774144351040e-07 0.000000000000000000e+00
9.352033091524969490e-07 0.000000000000000000e+00
9.569934699333128143e-07 0.000000000000000000e+00
9.792914926928781807e-07 0.000000000000000000e+00
1.002109019513380852e-06 0.000000000000000000e+00
1.025458074184622822e-06 0.000000000000000000e+00
1.049351062204017835e-06 0.000000000000000000e+00
1.073800961630398751e-06 0.000000000000000000e+00
1.098820941376405574e-06 0.000000000000000000e+00
1.124423025231839238e-06 0.000000000000000000e+00
1.150621908939789939e-06 0.000000000000000000e+00
